Long;Lat;Red;IR;Altitude;Speed;Temp;Depth;EC SH;EC DP;EC Ratio;Slope;Curve
-101,069205;39,3871567;217,43;378,36;968,7;3,96;164,6;1,39;38,06;45,15;1,19;2,6607;0,0092
-101,0692033;39,3871717;218,25;379,96;968,7;3,93;163,11;1,39;37,96;44,28;1,17;2,68;0,0095
-101,0692033;39,3871883;219,16;381,59;968,9;3,87;161,49;1,39;37,59;42,98;1,14;2,6849;0,0097
-101,0692033;39,387205;219,99;383,16;969;3,81;160,14;1,4;37,15;41,62;1,12;2,6947;0,01
-101,06931;39,3872183;226,21;435,36;969,6;3,22;167,69;1,5;42,06;42,84;1,02;1,7505;0,0025
-101,06931;39,3872083;224,82;426,67;969,6;3,31;167,56;1,51;41,45;42,76;1,03;1,7476;0,0024
-101,06931;39,387195;222,98;414,69;969,6;3,45;167,26;1,53;40,51;42,73;1,05;1,7436;0,0023
-101,0693116;39,38718;221;400,69;969,6;3,6;166,67;1,58;39,28;42,86;1,09;1,726;0,0021
-101,0693116;39,3871633;219,16;385,66;969,6;3,76;165,6;1,68;37,81;43,21;1,14;1,7203;0,0019
-101,0693116;39,3871484;217,98;374,25;969,6;3,86;164,48;1,83;36,61;43,6;1,19;1,7147;0,0018
-101,0693133;39,3871317;217,04;364,96;969,7;3,92;163,58;2,04;35,61;44;1,24;1,6911;0,0016
-101,0693133;39,3871167;216,4;360,6;969,8;3,95;163,55;2,21;35,16;44,37;1,26;1,6892;0,0014
-101,0693133;39,3871;215,93;360,68;969,8;3,96;164,4;2,34;35,16;44,9;1,28;1,6781;0,0013
-101,0693149;39,3870833;215,64;363,53;969,8;3,97;165,65;2,39;35,5;45,56;1,28;1,6591;0,0011
-101,0693133;39,3870683;215,6;366,94;969,7;3,98;166,6;2,39;35,81;46,06;1,29;1,6658;0,0013
-101,0693149;39,3870517;215,76;370,35;969,9;3,98;167,22;2,39;35,9;46,3;1,29;1,6455;0,0012
-101,0693149;39,387035;216,05;372,95;969,8;3,99;167,37;2,43;35,7;46,11;1,29;1,6373;0,0013
-101,0693149;39,3870183;216,25;374,02;969,7;4;167,11;2,51;35,35;45,71;1,29;1,6264;0,0017
-101,0693166;39,3870033;216,29;373,42;969,6;4;166,43;2,57;35;45,43;1,3;1,6033;0,0021
-101,0693149;39,3869867;216,42;372,26;969,6;3,98;165,08;2,6;34,69;45,45;1,31;1,6006;0,0028
-101,0693149;39,38697;216,72;371,76;969,6;3,95;163,34;2,58;34,41;45,73;1,33;1,599;0,0035
-101,0693166;39,3869533;216,97;371,76;969,6;3,91;161,92;2,53;34,12;46,01;1,35;1,5795;0,0044
-101,0693166;39,3869367;216,67;371;969,5;3,88;161,58;2,45;33,73;46;1,36;1,5729;0,0055
-101,0693166;39,3869216;215,87;369,66;969,4;3,88;162,35;2,36;33,32;45,72;1,37;1,5661;0,0065
-101,0693166;39,3869067;214,89;368,65;969,5;3,89;163,8;2,24;33,02;45,4;1,38;1,5591;0,0075
-101,0693183;39,38689;214,06;369,01;969,6;3,92;165,57;2,1;32,98;45,34;1,37;1,5351;0,0085
-101,0693166;39,386875;213,86;370,94;969,6;3,95;166,78;1,99;33,26;45,66;1,37;1,5383;0,0095
-101,0693183;39,3868583;214,34;374,7;969,6;3,97;167,44;1,89;33,71;46,25;1,37;1,5024;0,0105
-101,0693183;39,3868417;215,34;378,97;969,5;3,98;167,36;1,82;33,98;46,69;1,37;1,4924;0,0114
-101,0693183;39,3868267;216,47;382;969,6;3,97;166,57;1,76;33,94;46,85;1,38;1,4959;0,0119
-101,0693183;39,3868099;217,62;383,31;969,4;3,95;165,07;1,71;33,76;46,89;1,39;1,4857;0,0123
-101,0693183;39,3867933;218,45;383,05;969,5;3,92;163,37;1,68;33,71;47,01;1,39;1,4754;0,0126
-101,0693183;39,3867767;218,93;383,37;969,3;3,9;162,18;1,69;33,85;47,24;1,4;1,4628;0,0128
-101,0693183;39,3867617;219,08;384,61;969,4;3,9;161,96;1,73;34,04;47,39;1,39;1,4484;0,013
-101,0693183;39,386745;218,88;386,48;969,2;3,91;162,75;1,8;34,05;47,22;1,39;1,4335;0,0131
-101,06932;39,38673;218,38;387,57;969,3;3,94;164,04;1,88;33,74;46,76;1,39;1,3917;0,0136
-101,06932;39,3867134;218;389,95;969,1;3,96;165,46;1,92;33,13;46,05;1,39;1,3746;0,0137
-101,06932;39,3866966;218,55;396,46;969,2;3,96;166,31;1,89;32,51;45,32;1,39;1,366;0,0141
-101,06932;39,3866817;219,99;405,94;969,1;3,95;166,45;1,79;32,21;44,77;1,39;1,358;0,0145
-101,06932;39,386665;221,87;415,99;969,3;3,94;165,91;1,68;32,19;44,13;1,37;1,3416;0,0152
-101,0693216;39,38665;222,75;418,57;969,3;3,93;164,88;1,62;32,33;43,49;1,34;1,3164;0,016
-101,0693216;39,3866333;222,29;411,97;969,4;3,91;163,31;1,66;32,49;42,74;1,32;1,2975;0,0173
-101,0693216;39,3866167;220,95;400,54;969,4;3,9;161,73;1,81;32,61;42,27;1,3;1,2734;0,019
-101,0693216;39,3866017;219,69;391,76;969,5;3,88;160,89;2;32,75;42,21;1,29;1,2501;0,0213
-101,0693233;39,386585;218,63;386,7;969,5;3,87;161,03;2,24;33,04;42,46;1,29;1,2243;0,0235
-101,0693233;39,38657;217,81;384,82;969,4;3,88;162,16;2,43;33,36;42,74;1,28;1,22;0,026
-101,0693233;39,3865533;216,74;382,54;969,4;3,91;164;2,59;33,68;42,88;1,27;1,2072;0,0292
-101,0693233;39,3865367;215,76;379,86;969,4;3,94;165,72;2,67;33,87;42,78;1,26;1,2031;0,0325
-101,069325;39,38652;214,96;376,06;969,4;3,96;166,83;2,68;33,82;42,55;1,26;1,1851;0,036
-101,069325;39,3865033;214,57;372,43;969,3;3,97;167,16;2,64;33,48;42,29;1,26;1,1699;0,0394
-101,069325;39,3864867;214,55;369,82;969,2;3,96;166,85;2,61;32,82;42,01;1,28;1,1652;0,0427
-101,069325;39,3864717;214,75;368,87;969,3;3,95;166,15;2,6;32,01;41,55;1,3;1,1543;0,0457
-101,0693266;39,3864567;215,12;369,27;969,3;3,95;165,16;2,6;31,19;40,76;1,31;1,1446;0,0476
-101,0693266;39,38644;215,74;371,66;969,3;3,94;163,96;2,59;30,43;39,47;1,3;1,1462;0,0501
-101,0693283;39,386425;216,44;375,43;969,4;3,93;163,1;2,56;30,04;38,23;1,27;1,1474;0,0512
-101,0693283;39,3864083;217,14;380,78;969,2;3,92;162,8;2,5;29,88;37,11;1,24;1,1519;0,0524
-101,0693283;39,3863933;217,46;385,69;969,2;3,92;163,25;2,42;29,85;36,57;1,22;1,1501;0,0531
-101,0693266;39,3863767;217,32;389,8;969,3;3,93;164,31;2,3;29,85;36,53;1,22;1,174;0,0534
-101,0693283;39,38636;216,88;392,27;969,1;3,94;165,43;2,16;29,88;36,88;1,23;1,1726;0,0523
-101,0693283;39,386345;216,51;393,25;969,1;3,94;166,14;2,05;30;37,35;1,24;1,1711;0,0513
-101,0693283;39,3863283;216,41;393,62;969,2;3,94;166,4;1,95;30,29;37,88;1,25;1,1768;0,0494
-101,0693283;39,3863116;216,62;392,7;969,2;3,92;165,99;1,87;30,69;38,45;1,25;1,1816;0,0471
-101,06933;39,3862966;216,98;390,67;969,3;3,9;165,05;1,82;31,1;39,05;1,26;1,1851;0,0442
-101,06933;39,3862817;217,42;388,03;969,3;3,88;163,69;1,77;31,51;39,76;1,26;1,1796;0,0415
-101,06933;39,386265;217,93;385,72;969,3;3,85;162,14;1,72;31,92;40,65;1,27;1,1809;0,0383
-101,0693283;39,38625;218,32;385,08;969,2;3,83;161,25;1,67;32,19;41,39;1,29;1,1877;0,0358
-101,0693283;39,386235;218,46;385,51;969,3;3,81;161,22;1,64;32,37;41,93;1,3;1,1845;0,0331
-101,0693283;39,38622;218,22;385,9;969,3;3,81;162,06;1,63;32,49;42,17;1,3;1,1881;0,0305
-101,0693283;39,3862033;217,54;385,2;969,1;3,83;163,55;1,65;32,59;42,07;1,29;1,1713;0,0274
-101,06933;39,3861867;216,73;383,71;969,1;3,87;164,92;1,69;32,61;41,69;1,28;1,1432;0,0251
-101,0693316;39,38617;216,1;382,31;969,2;3,92;165,69;1,72;32,47;41,28;1,27;1,1214;0,0231
-101,0693333;39,386155;215,75;381,17;969,2;3,95;165,76;1,73;32,14;41,05;1,28;1,106;0,0212
-101,0693333;39,3861367;215,63;379,57;969,2;3,97;165,07;1,73;31,7;41,03;1,29;1,0841;0,0222
-101,0693333;39,38612;215,85;377,89;969,1;3,97;163,73;1,71;31,54;41,02;1,3;1,0643;0,0216
-101,0693333;39,386105;216,35;377,12;969,3;3,95;162,19;1,71;31,64;40,84;1,29;1,0457;0,0211
-101,069335;39,3860883;217,01;377,66;969,3;3,93;160,7;1,72;31,83;40,61;1,28;1,0068;0,0204
-101,069335;39,3860733;217,38;378,96;969,3;3,92;160,15;1,76;31,87;40,63;1,27;0,9857;0,0212
-101,069335;39,3860567;217,26;379,78;969,3;3,93;160,7;1,84;31,71;40,97;1,29;0,9637;0,0207
-101,0693366;39,3860417;216,63;379,04;969,2;3,95;162,05;1,94;31,51;41,29;1,31;0,934;0,021
-101,0693366;39,386025;215,64;376,77;969,1;3,97;163,8;2,08;31,38;41,32;1,32;0,9186;0,0208
-101,0693366;39,3860083;214,87;375,24;969,2;3,97;165,18;2,22;31,51;40,95;1,3;0,8958;0,0226
-101,0693366;39,3859917;214,68;376,03;969,3;3,96;165,89;2,32;31,84;40,45;1,27;0,8753;0,025
-101,0693366;39,3859767;215;378,22;969,3;3,94;165,97;2,39;32,21;40,06;1,24;0,8576;0,0284
-101,069335;39,38596;215,74;380,51;969,4;3,91;165,41;2,46;32,58;39,66;1,22;0,8385;0,0338
-101,069335;39,3859449;216,57;381,18;969,5;3,9;164,36;2,51;32,8;39,25;1,2;0,8255;0,0418
-101,0693333;39,3859283;217,5;380,51;969,6;3,89;162,86;2,54;32,88;38,74;1,18;0,8207;0,0519
-101,0693333;39,3859133;218,15;379,02;969,8;3,89;161,64;2,54;32,84;38,35;1,17;0,8089;0,0633
-101,0693316;39,3858967;218,43;376,97;969,8;3,89;160,99;2,49;32,77;38,19;1,17;0,8136;0,0778
-101,0693333;39,38588;218,09;374,92;969,7;3,9;161,45;2,41;32,83;38,57;1,17;0,7963;0,0939
-101,0693333;39,3858633;217,3;373,61;969,8;3,9;162,75;2,3;33,18;39,49;1,19;0,7916;0,1105
-101,0693333;39,3858483;216,6;373,93;969,8;3,91;164,06;2,21;33,74;40,64;1,2;0,7899;0,1253
-101,0693333;39,3858317;216,15;376,23;969,8;3,92;165,16;2,11;34,52;42,05;1,22;0,7915;0,1409
-101,0693333;39,3858167;216,17;379,62;969,9;3,93;165,67;2,04;35,24;43,24;1,23;0,7886;0,1539
-101,0693333;39,3858;216,53;383,66;970;3,94;165,76;1,98;35,9;44,27;1,23;0,7999;0,1651
-101,0693333;39,3857833;217,2;387,06;970;3,94;165,32;1,92;36,41;44,87;1,23;0,8122;0,1741
-101,0693333;39,3857683;218,11;390,08;970,1;3,93;164,47;1,88;36,78;45,09;1,23;0,826;0,1804
-101,0693333;39,3857517;219,44;394,22;970,1;3,92;163,14;1,82;37,18;45,19;1,22;0,8503;0,1826
-101,0693333;39,385735;220,79;399,09;970,1;3,91;161,84;1,77;37,62;45,26;1,2;0,871;0,183
-101,0693316;39,38572;221,46;402,65;970,1;3,92;161,32;1,73;38;45,38;1,19;0,8978;0,1825
-101,0693316;39,3857017;221,17;404,14;969,9;3,95;161,9;1,69;38,41;45,6;1,19;0,9248;0,1763
-101,0693316;39,385685;220,11;402,84;969,8;3,97;163,25;1,67;38,76;45,83;1,18;0,9416;0,171
-101,0693333;39,3856683;218,97;400,74;969,9;3,99;164,59;1,68;39,02;45,93;1,18;0,961;0,1621
-101,0693333;39,3856517;218,32;399,45;969,9;4,01;165,41;1,71;39,1;45,76;1,17;0,984;0,1536
-101,0693333;39,3856367;218,12;398,69;969,9;4,02;165,63;1,75;38,88;45,26;1,16;1,0054;0,1462
-101,0693333;39,38562;218,12;397,15;969,8;4,03;165,28;1,75;38,31;44,46;1,16;1,0306;0,1349
-101,069335;39,3856033;218,11;393,47;969,9;4,03;164,29;1,72;37,67;43,82;1,16;1,0445;0,1231
-101,069335;39,3855867;218,31;389,33;969,9;4,04;162,72;1,66;37,45;43,8;1,17;1,063;0,1124
-101,069335;39,38557;218,96;387,14;970;4,03;160,98;1,64;37,83;44,38;1,17;1,0756;0,1015
-101,069335;39,385555;219,82;387,72;970;4,02;159,87;1,69;38,49;45,03;1,17;1,0915;0,0924
-101,0693333;39,3855383;220,43;389,51;970;4,01;159,71;1,82;39,16;45,45;1,16;1,1113;0,083
-101,0693333;39,3855233;220,15;390,15;970;4;160,64;1,97;39,49;45,41;1,15;1,123;0,0748
-101,069335;39,3855067;218,94;389,14;970,1;4;162,41;2,1;39,53;45;1,14;1,1319;0,065
-101,0693366;39,38549;217,29;386,85;970,1;4;164,16;2,17;39,36;44,43;1,13;1,1391;0,0571
-101,0693366;39,3854733;215,89;384,83;970,2;4;165,29;2,17;39,01;43,85;1,12;1,1467;0,0506
-101,0693383;39,3854567;215,17;384,16;970,2;4;165,62;2,14;38,54;43,4;1,13;1,148;0,0446
-101,0693383;39,38544;215,2;385,2;970,2;4;165,23;2,09;37,93;43,02;1,13;1,1464;0,0399
-101,0693383;39,3854233;215,91;387,25;970,1;4;164,17;2,03;37,12;42,49;1,14;1,1525;0,0357
-101,0693366;39,3854066;216,88;388,49;970;3,99;162,57;1,96;36,05;41,6;1,15;1,155;0,0338
-101,0693383;39,3853917;217,72;388,8;970;3,98;160,93;1,9;35;40,63;1,16;1,1481;0,0319
-101,0693383;39,385375;218,23;388,36;970;3,97;159,5;1,9;34,01;39,71;1,17;1,1441;0,0304
-101,0693399;39,3853583;218,09;387,42;969,9;3,96;159,13;2;33,48;39,33;1,17;1,1274;0,0314
-101,0693416;39,3853433;217,39;385,77;970;3,98;159,87;2,18;33,34;39,49;1,18;1,1202;0,0323
-101,0693416;39,3853283;216,36;383,31;970;4;161,36;2,4;33,39;40,01;1,2;1,1092;0,0342
-101,0693416;39,3853117;215,29;380,57;970,1;4,04;163,23;2,63;33,49;40,77;1,22;1,089;0,0369
-101,0693416;39,385295;214,68;379;970;4,07;164,69;2,78;33,59;41,45;1,23;1,0767;0,0404
-101,0693416;39,3852783;214,62;378,89;969,9;4,08;165,34;2,84;33,66;41,75;1,24;1,0563;0,0445
-101,0693416;39,3852617;215;379,59;969,9;4,09;165,1;2,83;33,67;41,65;1,24;1,0357;0,0489
-101,0693416;39,385245;215,82;381,2;969,8;4,08;163,96;2,79;33,68;41,42;1,23;1,0132;0,0535
-101,0693433;39,3852283;217,05;384,24;969,8;4,06;162,17;2,73;33,78;41,31;1,22;0,982;0,0592
-101,0693433;39,3852133;218,12;387,62;969,9;4,04;160,53;2,68;33,99;41,37;1,22;0,9668;0,0639
-101,0693433;39,3851966;218,71;390,28;969,9;4,01;159,45;2,63;34,26;41,51;1,21;0,9437;0,0692
-101,0693433;39,3851817;218,55;390,83;970;3,99;159,52;2,6;34,5;41,64;1,21;0,918;0,0738
-101,0693433;39,385165;217,79;389,68;969,9;3,98;160,61;2,56;34,8;41,79;1,2;0,901;0,0787
-101,0693433;39,3851483;216,81;387,63;969,8;3,98;162,33;2,5;35,31;42,06;1,19;0,8829;0,0829
-101,0693433;39,3851317;215,98;385,51;969,8;3,99;163,92;2,43;36,04;42,5;1,18;0,867;0,0865
-101,069345;39,385115;215,52;383,99;969,8;4;164,91;2,36;36,86;43,12;1,17;0,8477;0,0899
-101,069345;39,3850983;215,44;383,41;969,8;4;165,28;2,3;37,53;43,77;1,17;0,8367;0,0923
-101,0693433;39,3850817;215,69;384,09;969,7;3,97;165,32;2,26;37,93;44,35;1,17;0,8318;0,0942
-101,0693433;39,385065;216,15;385,48;969,7;3,94;165,18;2,23;38,09;44,82;1,18;0,8245;0,0956
-101,0693433;39,38505;216,74;387,73;969,7;3,89;165;2,22;38,1;45,12;1,18;0,8131;0,0968
-101,0693433;39,385035;217,32;390,07;969,7;3,83;164,84;2,2;38,05;45,34;1,19;0,8107;0,0976
-101,0694466;39,3850067;221,84;418,91;970;2,58;161,82;2,1;37,71;44,03;1,17;0,6193;0,1207
-101,0694466;39,3850067;221,84;418,91;970;2,58;161,82;2,1;37,71;44,03;1,17;0,6193;0,1207
-101,0694466;39,3850183;221,26;414,55;970;2,77;161,58;2,08;37,9;44,34;1,17;0,6202;0,1202
-101,0694466;39,3850317;220,48;408,47;970;3,01;161,12;2,07;38,09;44,7;1,17;0,6219;0,1193
-101,069445;39,3850483;219,39;399,77;970;3,34;160,29;2,05;38,2;45,07;1,18;0,6266;0,1173
-101,069445;39,385065;218,27;390,38;969,9;3,62;159,58;2,04;38,11;45,33;1,19;0,63;0,1156
-101,069445;39,3850817;217,15;381,65;970;3,81;159,6;2,04;37,89;45,54;1,2;0,6367;0,1129
-101,0694433;39,3850983;216,05;375,08;970;3,9;160,66;2,04;37,75;45,74;1,21;0,6476;0,1093
-101,069445;39,385115;215,19;372,1;970;3,94;162,27;2,04;37,84;45,92;1,21;0,6575;0,1058
-101,069445;39,3851317;214,91;374,03;970,1;3,96;163,8;2,04;38,2;45,93;1,2;0,669;0,1009
-101,069445;39,3851483;215,24;379,54;970,1;3,96;164,75;2,04;38,67;45,74;1,18;0,6831;0,0954
-101,069445;39,385165;215,77;385,08;970;3,96;165,08;2,05;38,93;45,34;1,16;0,6992;0,0891
-101,069445;39,3851817;216,21;388,08;970;3,96;164,88;2,05;38,72;44,71;1,15;0,7166;0,0822
-101,069445;39,3851983;216,49;388,26;970;3,94;164,25;2,05;38,05;43,85;1,15;0,7432;0,0747
-101,069445;39,3852133;216,67;386,91;969,9;3,93;163,36;2,04;37,16;42,87;1,15;0,7611;0,0679
-101,069445;39,38523;216,9;385,04;970;3,91;162,14;2,02;36,1;41,76;1,16;0,7738;0,0604
-101,069445;39,3852467;217,21;383,94;969,8;3,9;161,04;2,01;35,28;40,92;1,16;0,7956;0,0528
-101,069445;39,3852634;217,43;383,6;970;3,9;160,65;2,03;34,92;40,52;1,16;0,8143;0,0453
-101,069445;39,3852783;217,33;383,09;970;3,91;161,12;2,08;34,83;40,42;1,16;0,8296;0,0394
-101,069445;39,385295;216,85;381,84;970,1;3,94;162,32;2,21;34,68;40,32;1,16;0,8455;0,0334
-101,069445;39,3853117;216,2;380,64;970,1;3,97;163,76;2,4;34,36;40,1;1,17;0,866;0,0283
-101,069445;39,3853283;215,66;380,41;970,1;4;164,9;2,58;34,07;39,85;1,17;0,8777;0,024
-101,069445;39,3853467;215,26;380,91;970,1;4,02;165,54;2,71;34,09;39,77;1,17;0,8883;0,0199
-101,069445;39,3853633;214,97;381,1;970,1;4,02;165,56;2,74;34,52;39,99;1,16;0,8881;0,017
-101,069445;39,38538;214,79;380,92;970,1;4,01;165,04;2,7;35,25;40,4;1,15;0,8942;0,0147
-101,0694433;39,3853967;214,94;381,36;970,1;4,01;164;2,61;36,07;40,79;1,13;0,9002;0,0135
-101,0694433;39,3854133;215,45;382,64;970,2;4;162,61;2,52;36,73;41,04;1,12;0,9021;0,0123
-101,0694433;39,38543;216,06;383,95;970,1;4,01;161,31;2,43;37,02;41,13;1,11;0,8976;0,0143
-101,069445;39,3854449;216,35;384,23;970,1;4,02;160,74;2,38;36,94;41,08;1,11;0,8978;0,0154
-101,069445;39,3854617;216,12;382,69;970,2;4,04;161,12;2,32;36,62;40,99;1,12;0,8919;0,0178
-101,069445;39,3854783;215,32;378,91;970,2;4,05;162,32;2,27;36,3;41;1,13;0,8845;0,0209
-101,0694433;39,385495;214,33;374,26;970,1;4,04;163,8;2,23;36,22;41,34;1,14;0,8788;0,0252
-101,0694433;39,3855117;213,66;371,13;970,1;4,01;164,94;2,19;36,48;42,14;1,16;0,8592;0,0296
-101,0694433;39,3855283;213,58;371,18;970;3,97;165,5;2,18;36,92;43,28;1,17;0,8459;0,0356
-101,0694433;39,3855433;213,92;373,38;970;3,96;165,57;2,19;37,21;44,3;1,19;0,8345;0,0411
-101,069445;39,3855583;214,63;377,71;970;3,95;165,13;2,21;37,17;44,97;1,21;0,8146;0,0487
-101,0694433;39,385575;215,79;384,66;970;3,96;164,14;2,23;36,72;45,06;1,23;0,8087;0,057
-101,069445;39,3855917;217,41;394,58;970;3,96;162,67;2,24;36,04;44,52;1,24;0,7872;0,0648
-101,0694466;39,3856083;219,04;405,15;970;3,95;161,24;2,25;35,53;43,73;1,23;0,765;0,0725
-101,0694483;39,3856233;219,81;410,56;970;3,94;160,51;2,26;35,34;43,1;1,22;0,7453;0,079
-101,06945;39,38564;219,4;408,7;970,1;3,94;160,72;2,26;35,33;42,61;1,21;0,7131;0,0858
-101,0694516;39,385655;218,16;401,72;970,1;3,97;161,75;2,26;35,31;42,45;1,2;0,6906;0,0941
-101,0694516;39,3856733;216,79;394,79;970,2;4,01;163,43;2,26;35,08;42,71;1,22;0,6666;0,1022
-101,0694533;39,38569;216,72;396,89;970,2;4,03;164,66;2,26;34,77;43,43;1,25;0,6402;0,1089
-101,0694533;39,385705;217,79;406,65;970,2;4,03;165,24;2,26;34,56;44,33;1,28;0,6288;0,1141
-101,0694533;39,3857217;220,41;426,48;970,2;4,01;165,12;2,27;34,42;45,12;1,31;0,6061;0,1203
-101,0694533;39,3857367;223,65;448,88;970,1;3,98;164,36;2,27;34,26;45,27;1,32;0,5866;0,1253
-101,0694533;39,3857533;227,42;472,66;970,1;3,96;162,86;2,27;34,01;44,76;1,32;0,5679;0,1303
-101,0694516;39,38577;230,19;487,67;970,2;3,94;161,12;2,27;33,74;43,99;1,3;0,5399;0,1353
-101,0694516;39,385785;231,11;490,64;970,2;3,93;159,93;2,27;33,59;43,57;1,3;0,5227;0,1395
-101,0694516;39,3858017;230,23;482,82;970,2;3,92;159,63;2,28;33,53;43,59;1,3;0,5052;0,1438
-101,0694516;39,3858167;227,93;467,77;970,1;3,93;160,45;2,28;33,53;43,79;1,31;0,4923;0,1474
-101,0694516;39,3858333;224,45;446,61;970;3,95;162,17;2,29;33,48;43,85;1,31;0,4871;0,1504
-101,0694516;39,38585;221,02;426,51;970,1;3,97;164;2,3;33,35;43,5;1,3;0,4754;0,1531
-101,0694516;39,385865;218,77;413,99;970,1;3,98;165,17;2,32;33,22;42,95;1,29;0,4683;0,1542
-101,06945;39,3858817;217,4;406,63;970,1;3,99;165,75;2,35;33,14;42,35;1,28;0,4674;0,152
-101,06945;39,3858983;216,96;403,87;970;3,99;165,55;2,39;33,23;42,05;1,27;0,4646;0,1505
-101,06945;39,385915;216,92;401,93;970;3,98;164,76;2,43;33,39;42,09;1,26;0,4569;0,1472
-101,0694483;39,38593;217,21;400,52;970;3,97;163,54;2,47;33,52;42,35;1,26;0,4636;0,1396
-101,0694466;39,3859466;217,78;400;970;3,96;162,01;2,5;33,63;42,75;1,27;0,4858;0,1301
-101,069445;39,3859616;218,34;400,79;970;3,95;160,99;2,52;33,73;43,05;1,28;0,498;0,1215
-101,069445;39,3859783;218,64;402,55;970;3,95;160,8;2,54;33,86;43,18;1,28;0,5121;0,1131
-101,069445;39,3859933;218,47;403,7;970,1;3,95;161,58;2,55;33,94;43,06;1,27;0,5284;0,1048
-101,069445;39,38601;217,93;403,77;970,1;3,96;163,08;2,56;33,98;42,78;1,26;0,548;0,0952
-101,069445;39,3860267;217,3;402,2;970;3,97;164,56;2,59;34,05;42,53;1,25;0,5735;0,0852
-101,0694433;39,3860433;216,85;399,69;970,1;3,98;165,58;2,63;34,19;42,42;1,24;0,5996;0,0741
-101,0694433;39,38606;216,73;397,04;970,1;3,98;165,99;2,69;34,37;42,38;1,23;0,6362;0,0633
-101,0694416;39,3860767;216,98;395,26;970,1;3,98;165,91;2,76;34,46;42,31;1,23;0,66;0,0543
-101,0694416;39,3860917;217,73;396,4;970,1;3,99;165,44;2,81;34,25;42,23;1,23;0,6875;0,0481
-101,06944;39,3861067;219,27;402,47;969,9;4;164,61;2,85;33,66;42,15;1,25;0,7144;0,0413
-101,06944;39,3861233;222,07;417,28;969,8;3,99;163,45;2,87;32,6;42,1;1,29;0,7436;0,035
-101,0694383;39,38614;225,84;441,68;969,9;3,98;162,55;2,87;31,35;42,1;1,34;0,7726;0,0293
-101,06944;39,3861717;231,05;487,27;970;3,95;163,45;2,87;30,08;42,26;1,4;0,8207;0,0207
-101,0694383;39,3861867;231,02;492,98;970,1;3,95;164,61;2,87;30,19;42,36;1,4;0,85;0,0177
-101,0694383;39,3862033;229,31;485,22;970;3,96;165,66;2,87;30,61;42,38;1,38;0,8708;0,0137
-101,0694366;39,3862216;226,23;465,03;970;3,97;166,19;2,87;31,17;42,23;1,36;0,8806;0,0134
-101,0694366;39,3862367;223,46;444,62;970,1;3,97;166,13;2,87;31,51;42,03;1,33;0,8926;0,0127
-101,0694366;39,3862533;221,25;426,22;970,1;3,96;165,52;2,86;31,62;41,78;1,32;0,9021;0,0125
-101,0694366;39,38627;220,18;414,81;970,1;3,95;164,27;2,85;31,45;41,48;1,32;0,9076;0,0127
-101,069435;39,386285;219,97;409,65;970,1;3,94;162,73;2,84;31,13;41,12;1,32;0,9097;0,0136
-101,069435;39,3863017;219,79;405,15;970,1;3,92;161,05;2,82;30,69;40,66;1,32;0,9145;0,0143
-101,069435;39,3863183;219,3;400,32;970,1;3,91;160,05;2,8;30,25;40,25;1,33;0,9139;0,0151
-101,069435;39,3863333;218,54;396,08;970,2;3,91;160,12;2,79;29,96;40,05;1,34;0,9088;0,0159
-101,069435;39,38635;217,6;393,16;970,2;3,92;161,25;2,79;29,92;40,08;1,34;0,8901;0,0169
-101,069435;39,386365;216,79;391,95;970,3;3,94;162,82;2,8;30,24;40,34;1,33;0,8821;0,0177
-101,069435;39,3863817;216,07;391,56;970,3;3,96;164,55;2,81;31,02;40,79;1,31;0,8712;0,0184
-101,069435;39,3863983;215,61;391,62;970,3;3,97;165,75;2,83;32,05;41,32;1,29;0,8588;0,019
-101,0694366;39,3864133;215,39;391,59;970,4;3,99;166,21;2,84;32,99;41,87;1,27;0,8459;0,0189
-101,0694366;39,38643;215,41;391,41;970,4;3,99;166,08;2,85;33,8;42,58;1,26;0,8396;0,0189
-101,0694366;39,3864467;215,77;391,12;970,4;3,99;165,39;2,86;34,24;43,3;1,26;0,8306;0,0188
-101,0694366;39,3864617;216,46;391,83;970,3;3,96;164,44;2,86;34,37;43,97;1,28;0,8218;0,0183
-101,0694383;39,3864783;217,36;393,71;970,3;3,93;163,42;2,86;34,3;44,74;1,3;0,809;0,0175
-101,0694383;39,386495;217,99;395,58;970,4;3,9;162,89;2,86;34,11;45,54;1,34;0,7957;0,0169
-101,0694383;39,38651;217,97;395,44;970,5;3,88;163,13;2,86;33,9;46,14;1,36;0,792;0,016
-101,0694383;39,386525;217,38;392,93;970,4;3,89;163,99;2,86;33,7;46,43;1,38;0,7889;0,015
-101,0694383;39,3865417;216,24;387,5;970,2;3,9;165,32;2,86;33,42;46,28;1,38;0,7861;0,0139
-101,0694366;39,3865583;215;381,13;970,1;3,91;166,5;2,87;33,01;45,71;1,38;0,7941;0,0128
-101,0694383;39,3865733;214,04;375,9;970,1;3,92;167,16;2,87;32,57;45,08;1,38;0,7942;0,0116
-101,0694383;39,38659;213,28;371,31;970,1;3,93;167,4;2,87;32,16;44,56;1,39;0,7976;0,0102
-101,0694383;39,386605;212,9;368,02;970,1;3,93;167,19;2,87;32,05;44,39;1,39;0,7979;0,0094
-101,0694366;39,3866217;212,81;364,82;970,1;3,92;166,5;2,86;32,28;44,51;1,38;0,7975;0,0087
