date,arable_field_evapotranspiration_mm,arable_canopy_evapotranspiration_mm,growing_degree_days,accumulated_growing_degree_days,ndvi,minimum_relative_humidity,relative_humidity_at_max_temp,relative_humidity_at_min_temp,shortwave_downwelling_radiation,max_temp,mean_temp,min_temp,max_dew_point_temp,precipitation,precipitation_hours,cumulative_precipitation,sea_level_pressure,vapor_pressure_deficit,crop_coefficient,dew_temp,crop_water_demand_mm_day,sun_duration,wind_speed,wind_direction_degrees,max_wind_speed,min_wind_speed,TrtID
2024-06-11T00:00:00Z,0.26,0.02,22,483,0.18,36,36,91,27,89,73,58,61,0,0,0.28,1012,14,0.09,57,0,11.8,2,189,4,0,13
2024-06-12T00:00:00Z,0.3,0.03,25,508,0.18,14,16,86,29,100,81,63,63,0,0,0.29,1008,25,0.09,55,0,12.7,3,204,5,1,13
2024-06-13T00:00:00Z,0.27,0.02,24,532,0.18,18,20,72,25,100,82,62,65,0,0,0.29,1009,24,0.09,56,0,12.2,3,151,4,1,13
2024-06-14T00:00:00Z,0.2,0.02,25,557,0.25,36,40,76,20,87,74,64,64,0.1,1,0.39,1014,12,0.2,59,0,10.1,3,112,6,2,13
2024-06-15T00:00:00Z,0.26,0.05,24,581,0.26,25,26,85,26,95,76,62,62,0,0,0.39,1006,16,0.21,59,0,12.2,2,177,4,0,13
2024-06-16T00:00:00Z,0.29,0.06,25,606,0.26,27,28,70,28,99,83,64,66,0,0,0.39,1001,23,0.21,60,0,12.6,3,176,6,1,13
2024-06-17T00:00:00Z,0.26,0.06,28,634,0.3,33,34,85,25,96,83,71,68,0,1,0.42,997,19,0.26,65,0,11.8,6,168,9,4,13
2024-06-18T00:00:00Z,0.21,0.06,23,658,0.3,46,47,69,23,80,74,67,66,0,0,0.42,1004,11,0.26,60,0,11.9,5,118,8,3,13
2024-06-19T00:00:00Z,0.11,0.03,13,671,0.37,61,65,80,12,71,64,55,60,0,0,0.43,1021,6,0.37,54,0,9,3,85,5,2,13
2024-06-20T00:00:00Z,0.25,0.09,26,696,0.41,40,41,93,25,89,76,65,67,0.4,14,0.84,1018,12,0.42,63,0,12.6,4,160,7,2,13
2024-06-21T00:00:00Z,0.26,0.11,26,722,0.39,38,41,88,25,96,80,66,68,0.6,15,1.42,1012,16,0.4,64,0,11.7,5,181,8,3,13
2024-06-22T00:00:00Z,0.26,0.1,27,749,0.38,28,30,90,26,90,78,67,66,0,0,1.42,1011,16,0.39,60,0,11.8,3,247,5,1,13
2024-06-23T00:00:00Z,0.3,0.12,25,774,0.39,20,21,86,27,101,82,63,67,0,1,1.43,1011,23,0.39,59,0,12.7,3,178,5,1,13
2024-06-24T00:00:00Z,0.3,0.12,27,801,0.39,16,16,68,25,105,86,69,63,0,0,1.43,1006,29,0.4,58,0,11.2,2,177,4,2,13
2024-06-25T00:00:00Z,0.33,0.14,29,830,0.52,16,21,54,29,99,85,71,64,0,0,1.43,1006,27,0.59,57,0,12.8,2,195,4,0,13
2024-06-26T00:00:00Z,0.3,0.17,27,856,0.46,26,30,81,29,92,80,68,66,0,0,1.43,1012,20,0.49,57,0,12.7,3,63,5,2,13
2024-06-27T00:00:00Z,0.17,0.09,27,884,0.56,35,35,87,14,94,80,68,67,0.1,4,1.49,1005,16,0.65,63,0,9.3,4,159,6,2,13
2024-06-28T00:00:00Z,0.29,0.19,27,911,0.51,26,26,82,27,95,80,68,64,0.1,3,1.54,1002,19,0.57,59,0,11.8,2,180,5,2,13
2024-06-29T00:00:00Z,0.25,0.15,22,933,0.53,40,40,90,26,81,71,64,64,0.1,2,1.61,1018,11,0.6,56,0,11.6,3,90,5,1,13
2024-06-30T00:00:00Z,0.08,0.05,17,950,0.67,65,69,90,10,76,64,58,65,0.1,1,1.72,1023,4,0.8,58,0,8.7,4,117,5,2,13
2024-07-01T00:00:00Z,0.23,0.18,26,976,0.64,28,30,95,22,100,78,65,70,0.5,8,2.21,1009,12,0.77,67,0,9.8,3,167,8,2,13
2024-07-02T00:00:00Z,0.24,0.19,26,1002,0.68,41,42,96,25,84,75,68,69,0,0,2.21,1009,9,0.82,64,0,11.5,2,145,4,0,13
2024-07-03T00:00:00Z,0.22,0.18,23,1025,0.67,42,49,85,22,85,73,61,68,0.3,3,2.51,1013,8,0.8,63,0,9.7,3,166,6,2,13
2024-07-04T00:00:00Z,0.25,0.2,18,1043,0.64,33,35,98,27,80,67,56,60,0,1,2.52,1017,9,0.76,54,0,12.1,3,165,4,1,13
2024-07-05T00:00:00Z,0.16,0.12,16,1058,0.74,44,45,93,17,79,64,53,59,0.2,4,2.75,1021,7,0.9,54,0,11.5,2,248,4,1,13
2024-07-06T00:00:00Z,0.22,0.2,22,1080,0.68,34,34,92,24,90,70,57,65,0.2,1,2.92,1013,9,0.81,59,0,11.5,3,170,6,1,13
2024-07-07T00:00:00Z,0.09,0.08,16,1095,0.75,57,58,97,11,74,63,57,61,0.1,6,3.05,1017,3,0.92,59,0,8.9,2,232,4,1,13
2024-07-08T00:00:00Z,0.26,0.24,18,1113,0.73,34,38,94,28,82,68,55,59,0,0,3.05,1018,10,0.88,54,0,12.5,2,194,3,1,13
2024-07-09T00:00:00Z,0.29,0.26,19,1132,0.75,29,31,97,28,90,73,52,59,0,0,3.05,1015,15,0.93,55,0,12.6,2,180,3,0,13
2024-07-10T00:00:00Z,0.29,0.27,23,1155,0.72,28,28,86,28,91,77,60,61,0,0,3.05,1015,17,0.88,57,0,12.4,2,140,3,1,13
2024-07-11T00:00:00Z,0.28,0.25,22,1177,0.78,31,32,97,28,91,76,57,66,0,0,3.05,1015,16,0.96,59,0,12.5,2,88,4,0,13
2024-07-12T00:00:00Z,0.3,0.28,24,1200,0.75,25,26,86,27,97,82,61,65,0,0,3.05,1011,22,0.92,59,0,12.5,3,136,4,2,13
2024-07-13T00:00:00Z,0.3,0.28,24,1224,0.76,27,28,76,27,99,82,61,65,0,0,3.05,1011,23,0.93,58,0,12.6,2,157,3,1,13
2024-07-14T00:00:00Z,0.28,0.26,25,1248,0.75,27,28,92,27,99,80,63,67,0,1,3.07,1013,18,0.93,63,0,12.2,3,180,6,1,13
2024-07-15T00:00:00Z,0.31,0.28,25,1274,0.73,25,25,70,27,101,86,65,66,0,0,3.07,1008,27,0.9,58,0,12.5,2,149,4,0,13
2024-07-16T00:00:00Z,0.23,0.2,27,1300,0.79,41,41,78,21,91,78,67,67,0,1,3.08,1012,14,0.97,63,0,11.2,2,89,6,0,13
2024-07-17T00:00:00Z,0.22,0.21,23,1323,0.79,43,49,95,22,85,73,61,65,0.1,2,3.13,1019,10,0.98,62,0,10.8,2,135,4,0,13
2024-07-18T00:00:00Z,0.26,0.25,23,1346,0.8,39,41,97,26,88,74,60,63,0,0,3.13,1020,12,0.99,61,0,12.3,2,148,4,0,13
2024-07-19T00:00:00Z,0.19,0.19,23,1370,0.78,41,43,93,20,90,73,61,65,1.9,3,5.02,1017,10,0.97,62,2,9.5,3,177,4,0,13
2024-07-20T00:00:00Z,0.16,0.16,21,1391,0.77,55,56,91,17,82,70,61,66,0,1,5.05,1019,6,0.95,62,0,10.2,3,168,4,2,13
2024-07-21T00:00:00Z,0.19,0.18,19,1410,0.77,44,51,98,20,81,69,58,65,0,0,5.05,1021,8,0.95,59,0,11.5,2,129,3,0,13
2024-07-22T00:00:00Z,0.2,0.19,20,1430,0.78,43,51,98,21,82,70,57,63,0.1,1,5.11,1018,8,0.96,60,0,11.1,1,170,3,0,13
2024-07-23T00:00:00Z,0.23,0.22,21,1451,0.78,36,38,99,23,87,72,56,73,0,0,5.11,1018,11,0.96,60,0,11.7,1,193,2,0,13
2024-07-24T00:00:00Z,0.26,0.25,22,1473,0.79,31,31,95,24,93,76,58,64,0,0,5.11,1019,16,0.97,60,0,11.8,2,196,3,1,13
2024-07-25T00:00:00Z,0.26,0.25,22,1495,0.78,31,34,95,24,91,77,58,64,0,0,5.11,1018,17,0.96,58,0,11.8,3,174,4,1,13
2024-07-26T00:00:00Z,0.26,0.25,24,1519,0.78,34,35,80,26,92,78,62,60,0,2,5.14,1013,18,0.97,58,0,12.1,4,162,6,2,13
2024-07-27T00:00:00Z,0.25,0.24,27,1546,0.78,38,40,75,25,92,80,68,65,0.1,4,5.2,1009,17,0.97,62,0,12,5,163,6,4,13
2024-07-28T00:00:00Z,0.26,0.26,24,1570,0.78,34,35,90,26,97,79,62,67,0,2,5.23,1007,15,0.96,63,0,11.9,3,129,6,0,13
2024-07-29T00:00:00Z,0.27,0.26,25,1595,0.77,35,36,88,26,95,81,64,66,0,0,5.23,1008,18,0.94,63,0,12.2,2,102,4,1,13
2024-07-30T00:00:00Z,0.29,0.27,24,1620,0.75,18,21,93,27,101,82,62,66,0,0,5.23,1005,22,0.92,60,0,12.2,2,214,3,1,13
2024-07-31T00:00:00Z,0.27,0.25,25,1645,0.79,38,41,91,26,96,80,64,70,0,1,5.23,1009,16,0.98,64,0,12.1,2,169,5,1,13
2024-08-01T00:00:00Z,0.26,0.26,22,1667,0.78,31,32,96,25,94,77,58,66,0,0,5.23,1018,16,0.96,60,0,11.8,2,142,4,1,13
2024-08-02T00:00:00Z,0.27,0.26,24,1691,0.77,31,31,91,25,96,80,62,64,0,0,5.23,1020,19,0.95,61,0,11.9,2,169,4,1,13
2024-08-03T00:00:00Z,0.25,0.24,28,1719,0.77,31,33,70,22,94,81,71,63,0,0,5.23,1016,20,0.95,59,0,10,2,169,5,0,13
2024-08-04T00:00:00Z,0.28,0.27,22,1741,0.75,22,24,95,26,98,80,58,63,0,0,5.24,1014,22,0.93,58,0,12.2,3,198,5,2,13
2024-08-05T00:00:00Z,0.28,0.26,28,1769,0.74,21,23,61,24,103,86,70,64,0,0,5.24,1012,27,0.9,59,0,11.5,3,158,4,0,13
2024-08-06T00:00:00Z,0.13,0.12,23,1792,0.75,45,45,90,13,85,73,62,63,0,0,5.24,1019,10,0.91,61,0,10.7,3,68,4,2,13
2024-08-07T00:00:00Z,0.24,0.22,24,1816,0.78,40,40,90,24,92,77,63,67,0.1,3,5.29,1013,13,0.96,63,0,11.1,2,120,3,0,13
2024-08-08T00:00:00Z,0.14,0.13,18,1834,0.75,53,54,74,15,75,67,62,67,0.2,3,5.46,1021,5,0.93,59,0,10.2,3,49,5,2,13
2024-08-09T00:00:00Z,0.03,0.03,8,1842,0.76,70,74,91,3,62,57,55,55,0,3,5.49,1026,2,0.94,53,0,0.3,2,100,3,0,13
2024-08-10T00:00:00Z,0.07,0.06,11,1854,0.74,68,69,86,8,68,59,55,57,0,0,5.49,1024,3,0.91,54,0,8.3,2,159,3,1,13
2024-08-11T00:00:00Z,0.1,0.09,18,1871,0.75,65,65,99,12,78,65,58,65,0,1,5.51,1018,3,0.91,60,0,7.8,2,141,3,2,13
2024-08-12T00:00:00Z,0.1,0.09,17,1889,0.75,69,69,98,12,78,66,57,68,0.4,5,5.89,1018,3,0.92,63,0,10.8,2,112,4,1,13
2024-08-13T00:00:00Z,0.16,0.15,26,1914,0.76,63,63,96,17,85,74,67,71,0.1,3,5.96,1013,7,0.93,68,0,10.9,3,121,5,2,13
2024-08-14T00:00:00Z,0.19,0.18,25,1939,0.79,39,49,94,19,91,73,63,70,0,0,5.96,1012,8,0.98,64,0,10.3,2,245,4,0,13
2024-08-15T00:00:00Z,0.25,0.24,23,1962,0.78,34,36,86,24,86,74,60,59,0,1,5.97,1014,14,0.97,56,0,11.5,3,239,4,1,13
2024-08-16T00:00:00Z,0.23,0.22,23,1985,0.78,39,40,85,22,89,74,61,63,0.1,3,6.1,1015,13,0.97,59,0,10.8,2,142,4,1,13
2024-08-17T00:00:00Z,0.24,0.23,21,2007,0.78,38,38,97,24,96,77,57,69,0,0,6.11,1014,14,0.96,64,0,11,2,164,4,1,13
2024-08-18T00:00:00Z,0.21,0.2,27,2034,0.77,49,49,96,21,90,77,68,73,0,0,6.11,1014,9,0.95,68,0,10.8,3,97,5,2,13
2024-08-19T00:00:00Z,0.19,0.18,24,2058,0.77,52,53,92,19,86,74,63,67,0,0,6.12,1019,10,0.94,63,0,9.9,3,113,5,0,13
2024-08-20T00:00:00Z,0.22,0.2,24,2083,0.77,48,48,93,22,90,76,63,68,0,0,6.12,1017,11,0.94,65,0,10.2,3,159,4,2,13
2024-08-21T00:00:00Z,0.16,0.15,26,2108,0.76,54,54,94,16,88,76,65,70,0,7,6.16,1015,9,0.93,67,0,8.6,4,142,6,2,13
2024-08-22T00:00:00Z,0.21,0.19,26,2134,0.77,45,45,89,20,91,77,67,68,0.2,4,6.35,1014,11,0.95,65,0,9.8,3,140,5,2,13
2024-08-23T00:00:00Z,0.12,0.11,24,2158,0.74,63,63,94,13,84,72,64,70,0.2,4,6.53,1015,5,0.91,66,0,9.7,2,141,4,0,13
2024-08-24T00:00:00Z,0.24,0.22,26,2184,0.78,25,29,96,22,99,80,67,72,0,1,6.54,1011,16,0.96,66,0,10.2,2,169,4,0,13
2024-08-25T00:00:00Z,0.26,0.25,25,2209,0.76,19,21,89,23,102,83,63,71,0,1,6.56,1013,24,0.93,59,0,10.5,3,211,6,2,13
2024-08-26T00:00:00Z,0.23,0.21,26,2235,0.75,28,28,86,21,97,79,66,63,0.3,7,6.81,1018,18,0.92,60,0,9.2,3,199,6,1,13
2024-08-27T00:00:00Z,0.22,0.2,24,2259,0.75,44,46,95,21,89,75,61,66,0.1,3,6.88,1019,11,0.92,63,0,11.2,2,179,3,0,13
2024-08-28T00:00:00Z,0.24,0.22,24,2282,0.73,29,31,97,22,95,78,61,66,0,0,6.89,1013,17,0.89,61,0,11,3,172,5,1,13
2024-08-29T00:00:00Z,0.1,0.09,21,2304,0.71,55,56,92,9,82,73,61,68,0,1,6.9,1014,9,0.86,62,0,7.2,3,176,4,1,13
2024-08-30T00:00:00Z,0.21,0.18,18,2322,0.72,30,31,98,21,84,68,53,59,0,0,6.9,1022,11,0.88,53,0,10.6,2,187,3,1,13
2024-08-31T00:00:00Z,0.23,0.2,18,2340,0.71,24,28,95,22,90,70,48,58,0,0,6.9,1021,15,0.86,51,0,11,2,198,3,1,13
2024-09-01T00:00:00Z,0.22,0.19,18,2358,0.68,30,32,95,22,88,69,47,58,0,0,6.9,1022,14,0.83,52,0,11,2,146,4,1,13
2024-09-02T00:00:00Z,0.21,0.17,22,2380,0.66,33,37,86,21,86,71,57,58,0,0,6.9,1022,12,0.78,54,0,10.8,3,157,4,2,13
2024-09-03T00:00:00Z,0.22,0.17,21,2400,0.63,26,27,83,21,89,72,55,53,0,0,6.9,1018,16,0.75,50,0,10.9,4,173,5,2,13
2024-09-04T00:00:00Z,0.23,0.17,21,2421,0.59,24,25,79,21,92,74,56,55,0,0,6.9,1017,18,0.68,51,0,10.8,3,190,5,2,13
2024-09-05T00:00:00Z,0.1,0.07,16,2437,0.57,48,53,92,9,77,67,54,60,0,0,6.9,1025,9,0.66,55,0,9.1,3,232,4,2,13
2024-09-06T00:00:00Z,0.2,0.13,18,2455,0.54,26,27,97,20,89,66,44,59,0,0,6.9,1025,12,0.61,51,0,10.5,2,190,4,0,13
2024-09-07T00:00:00Z,0.19,0.12,19,2474,0.52,36,37,86,20,85,69,53,56,0,0,6.9,1021,11,0.58,53,0,10.4,3,132,4,2,13
2024-09-08T00:00:00Z,0.2,0.12,18,2492,0.49,25,25,88,19,92,71,50,55,0,0,6.9,1016,16,0.54,51,0,10.6,3,152,4,1,13
2024-09-09T00:00:00Z,0.22,0.12,21,2513,0.45,19,19,77,19,97,77,56,54,0,0,6.9,1012,23,0.48,50,0,10.4,3,186,6,2,13
2024-09-10T00:00:00Z,0.2,0.09,20,2533,0.38,21,21,74,17,95,76,53,52,0,0,6.9,1011,21,0.39,48,0,10.3,3,168,4,1,13
2024-09-11T00:00:00Z,0.17,0.07,13,2545,0.34,19,19,57,16,92,73,56,45,0,0,6.9,1010,20,0.32,43,NA,8.1,3,164,6,2,13
2024-06-10T00:00:00Z,0.03,0,21,547,NA,41,44,68,2,78,71,63,54,0,1,0.01,1015,13,NA,53,0,2.2,3,163,5,1,15
2024-06-11T00:00:00Z,0.26,0,22,569,0.19,36,38,92,30,88,73,58,62,0,0,0.01,1016,13,0.11,58,0,11.8,2,183,4,0,15
2024-06-12T00:00:00Z,0.3,0.03,25,593,0.2,14,16,86,31,101,81,63,62,0,5,0.05,1011,25,0.11,55,0,12.8,3,202,5,1,15
2024-06-13T00:00:00Z,0.27,0.03,24,617,0.19,18,18,72,27,100,82,62,65,0,4,0.09,1012,24,0.11,56,0,12.1,3,150,4,2,15
2024-06-14T00:00:00Z,0.21,0.03,25,643,0.28,36,40,77,22,87,74,64,64,0.1,1,0.18,1018,12,0.24,59,0,10.1,3,117,6,2,15
2024-06-15T00:00:00Z,0.27,0.06,24,667,0.29,26,27,87,29,95,76,62,62,0,0,0.18,1010,16,0.25,59,0,12.3,2,180,5,0,15
2024-06-16T00:00:00Z,0.3,0.07,25,692,0.29,27,29,70,30,99,83,64,66,0,0,0.18,1005,23,0.26,61,0,12.7,3,176,6,1,15
2024-06-17T00:00:00Z,0.26,0.07,28,720,0.34,32,34,86,27,96,83,71,68,0,1,0.22,1001,19,0.32,65,0,12,6,167,9,4,15
2024-06-18T00:00:00Z,0.22,0.07,23,743,0.32,46,47,69,25,80,74,67,66,0,0,0.22,1007,11,0.3,60,0,11.9,5,147,8,4,15
2024-06-19T00:00:00Z,0.11,0.04,13,757,0.41,61,65,81,13,71,64,55,60,0.4,12,0.63,1025,6,0.42,54,0,9.2,3,82,5,2,15
2024-06-20T00:00:00Z,0.25,0.11,26,782,0.45,40,41,93,28,88,76,65,67,0.6,20,1.21,1022,12,0.49,62,0,12.7,4,160,7,2,15
2024-06-21T00:00:00Z,0.26,0.13,26,808,0.45,38,40,88,27,95,80,66,68,0.7,18,1.86,1015,16,0.48,63,1,11.9,5,181,8,3,15
2024-06-22T00:00:00Z,0.26,0.12,26,835,0.42,29,30,91,28,90,78,67,66,0.2,9,2.07,1015,15,0.44,60,0,11.9,3,250,5,1,15
2024-06-23T00:00:00Z,0.3,0.14,25,859,0.44,20,21,85,29,100,82,63,66,0.1,10,2.16,1014,23,0.46,59,0,12.8,3,177,5,1,15
2024-06-24T00:00:00Z,0.3,0.14,27,887,0.44,16,16,68,27,105,86,69,63,0.1,6,2.24,1009,29,0.47,57,0,11.2,2,175,4,2,15
2024-06-25T00:00:00Z,0.33,0.16,29,915,0.44,16,18,52,31,102,85,71,64,0.1,6,2.37,1010,28,0.47,57,0,12.8,2,198,3,0,15
2024-06-26T00:00:00Z,0.31,0.16,27,942,0.6,28,32,82,31,91,79,68,67,0.1,7,2.43,1016,19,0.69,57,0,12.8,3,63,5,2,15
2024-06-27T00:00:00Z,0.17,0.12,27,969,0.66,36,37,88,15,93,80,68,68,0.9,22,3.29,1009,16,0.78,64,1,9.3,4,159,6,2,15
2024-06-28T00:00:00Z,0.29,0.23,27,996,0.59,27,27,83,29,94,80,68,65,0.1,3,3.36,1006,19,0.69,60,0,11.8,2,189,6,1,15
2024-06-29T00:00:00Z,0.26,0.18,22,1019,0.62,41,41,91,28,81,71,64,65,0.2,10,3.55,1021,11,0.73,56,0,11.8,3,71,5,1,15
2024-06-30T00:00:00Z,0.09,0.07,18,1036,0.72,65,69,90,10,77,65,58,66,0.1,3,3.69,1027,4,0.88,59,0,9,4,119,5,2,15
2024-07-01T00:00:00Z,0.23,0.2,26,1062,0.73,28,30,95,23,99,78,65,70,0.5,8,4.18,1012,12,0.9,67,0,10.1,4,160,8,1,15
2024-07-02T00:00:00Z,0.25,0.23,26,1088,0.74,42,42,97,27,84,75,68,69,0,0,4.18,1012,9,0.9,65,0,11.9,2,131,3,1,15
2024-07-03T00:00:00Z,0.23,0.21,23,1111,0.76,42,49,86,24,85,73,61,68,0.3,2,4.48,1016,8,0.93,63,0,9.7,3,162,6,2,15
2024-07-04T00:00:00Z,0.27,0.25,18,1129,0.76,33,34,98,30,79,67,56,61,0,0,4.49,1020,9,0.94,54,0,12.1,3,198,4,1,15
2024-07-05T00:00:00Z,0.16,0.15,16,1144,0.78,44,47,94,18,78,64,53,60,0.2,4,4.73,1024,7,0.96,55,0,11.5,2,263,2,1,15
2024-07-06T00:00:00Z,0.23,0.22,22,1166,0.74,35,36,93,25,89,70,57,65,0.2,1,4.9,1017,9,0.91,59,0,11.7,3,170,6,1,15
2024-07-07T00:00:00Z,0.1,0.09,16,1181,0.77,58,59,97,12,74,64,57,62,0.1,6,5.03,1020,3,0.96,59,0,9,2,228,3,1,15
2024-07-08T00:00:00Z,0.27,0.26,18,1200,0.79,34,41,95,31,82,68,55,59,0,0,5.03,1021,10,0.98,54,0,12.6,2,196,2,1,15
2024-07-09T00:00:00Z,0.3,0.29,19,1219,0.78,30,33,97,31,90,73,52,59,0,0,5.03,1019,15,0.96,55,0,12.6,2,175,3,0,15
2024-07-10T00:00:00Z,0.29,0.28,23,1242,0.79,30,31,87,30,91,76,60,62,0,0,5.03,1018,17,0.98,57,0,12.5,2,114,3,0,15
2024-07-11T00:00:00Z,0.29,0.29,21,1263,0.81,31,32,97,30,92,76,57,66,0,0,5.03,1018,16,1.01,59,0,12.4,2,86,4,0,15
2024-07-12T00:00:00Z,0.3,0.31,24,1286,0.83,25,26,89,29,97,81,61,64,0,0,5.04,1015,22,1.04,59,0,12.4,2,138,4,1,15
2024-07-13T00:00:00Z,0.31,0.32,24,1310,0.83,28,30,77,30,98,82,61,65,0,0,5.04,1015,22,1.03,59,0,12.5,2,130,3,1,15
2024-07-14T00:00:00Z,0.29,0.3,24,1334,0.85,27,30,93,28,98,80,63,68,0.1,7,5.18,1016,18,1.07,63,0,12.2,3,180,6,1,15
2024-07-15T00:00:00Z,0.32,0.34,25,1359,0.86,28,29,74,29,98,85,64,66,0,1,5.19,1012,25,1.08,59,0,12.4,2,168,4,0,15
2024-07-16T00:00:00Z,0.23,0.25,26,1386,0.82,40,44,81,23,91,78,67,68,0,1,5.23,1016,14,1.03,64,0,11.1,2,122,5,0,15
2024-07-17T00:00:00Z,0.22,0.22,23,1408,0.82,43,44,95,24,85,73,61,65,0.1,2,5.28,1023,10,1.03,62,0,10.8,2,162,4,0,15
2024-07-18T00:00:00Z,0.26,0.27,23,1431,0.83,39,40,98,28,89,74,60,64,0,0,5.29,1023,12,1.04,61,0,12.3,2,146,4,0,15
2024-07-19T00:00:00Z,0.19,0.2,23,1455,0.82,41,42,93,20,91,73,61,65,2,3,7.29,1020,10,1.02,62,2,9.6,3,178,4,0,15
2024-07-20T00:00:00Z,0.17,0.18,22,1476,0.83,54,55,92,18,82,70,61,66,0.1,3,7.35,1022,6,1.03,62,0,10.3,3,165,3,1,15
2024-07-21T00:00:00Z,0.2,0.2,19,1495,0.82,45,51,98,21,81,69,57,64,0,0,7.35,1024,8,1.02,59,0,11.3,2,131,3,0,15
2024-07-22T00:00:00Z,0.21,0.22,20,1515,0.83,44,50,97,23,83,70,57,66,0.1,1,7.41,1022,8,1.04,60,0,11.1,1,153,2,0,15
2024-07-23T00:00:00Z,0.24,0.25,21,1537,0.83,36,38,98,25,88,72,56,66,0,0,7.41,1021,11,1.04,60,0,11.7,1,193,2,0,15
2024-07-24T00:00:00Z,0.26,0.27,22,1559,0.83,31,32,95,26,93,76,58,67,0,0,7.41,1022,16,1.03,59,0,11.6,2,194,3,1,15
2024-07-25T00:00:00Z,0.27,0.27,22,1581,0.82,30,30,95,26,91,77,58,64,0,0,7.41,1022,17,1.03,58,0,11.7,2,174,4,1,15
2024-07-26T00:00:00Z,0.27,0.28,24,1605,0.81,34,34,80,27,92,78,63,60,0,2,7.45,1017,18,1.01,58,0,11.8,4,163,6,2,15
2024-07-27T00:00:00Z,0.25,0.26,27,1632,0.81,38,40,75,26,92,80,68,64,0,2,7.48,1012,17,1,62,0,11.8,4,162,5,4,15
2024-07-28T00:00:00Z,0.27,0.27,24,1656,0.83,35,36,90,28,95,79,62,68,0,6,7.52,1010,15,1.03,63,0,11.9,3,127,6,0,15
2024-07-29T00:00:00Z,0.28,0.29,25,1681,0.82,36,37,88,28,94,80,64,66,0,0,7.52,1012,17,1.02,63,0,12.2,2,94,3,1,15
2024-07-30T00:00:00Z,0.3,0.3,24,1705,0.82,19,19,92,29,101,81,62,68,0,0,7.52,1009,21,1.02,60,0,12,2,221,2,1,15
2024-07-31T00:00:00Z,0.28,0.28,25,1730,0.82,37,38,92,28,96,80,64,70,0,2,7.56,1012,16,1.02,64,0,12,2,168,5,1,15
2024-08-01T00:00:00Z,0.27,0.27,22,1752,0.81,29,31,97,26,93,77,58,67,0,0,7.56,1021,16,1,61,0,11.8,2,160,4,0,15
2024-08-02T00:00:00Z,0.28,0.28,24,1776,0.8,30,30,91,27,95,80,62,63,0,0,7.56,1023,19,1,61,0,11.8,2,164,4,1,15
2024-08-03T00:00:00Z,0.26,0.26,28,1804,0.8,31,33,70,25,94,81,70,63,0,0,7.56,1020,20,1,59,0,9.8,2,175,4,0,15
2024-08-04T00:00:00Z,0.29,0.29,22,1826,0.8,22,24,95,28,98,80,58,64,0,0,7.57,1017,22,0.99,58,0,12,3,195,5,2,15
2024-08-05T00:00:00Z,0.28,0.28,28,1854,0.8,23,26,62,26,101,85,70,64,0,0,7.58,1016,26,0.99,59,0,11.6,3,165,4,1,15
2024-08-06T00:00:00Z,0.13,0.13,23,1877,0.77,44,45,90,14,84,73,62,63,0,0,7.58,1022,10,0.95,61,0,10.8,3,70,4,2,15
2024-08-07T00:00:00Z,0.24,0.23,24,1901,0.8,39,40,90,25,91,77,63,67,0.1,3,7.63,1016,13,0.99,63,0,11.1,2,123,3,0,15
2024-08-08T00:00:00Z,0.14,0.14,18,1920,0.78,53,53,74,16,75,67,62,67,0.2,3,7.82,1024,6,0.96,59,0,10.3,3,49,5,2,15
2024-08-09T00:00:00Z,0.03,0.03,8,1928,0.79,70,75,91,3,62,58,55,56,0,3,7.84,1029,2,0.98,53,0,0.6,2,100,3,0,15
2024-08-10T00:00:00Z,0.07,0.07,11,1939,0.77,68,69,86,8,68,59,55,58,0,0,7.84,1027,3,0.95,54,0,8.6,2,149,3,1,15
2024-08-11T00:00:00Z,0.11,0.1,18,1957,0.76,64,64,97,13,78,65,58,65,0,1,7.86,1021,4,0.94,60,0,8.1,2,142,3,2,15
2024-08-12T00:00:00Z,0.11,0.1,17,1974,0.77,70,71,98,13,78,67,57,67,0.4,5,8.22,1021,3,0.95,63,0,11.2,2,88,3,1,15
2024-08-13T00:00:00Z,0.17,0.17,26,2000,0.78,62,64,95,19,85,74,67,71,0.1,2,8.3,1017,7,0.97,68,0,10.9,3,117,4,1,15
2024-08-14T00:00:00Z,0.2,0.2,25,2024,0.81,40,47,94,21,91,73,63,70,0,0,8.3,1015,8,1.01,64,0,10.4,2,232,3,0,15
2024-08-15T00:00:00Z,0.26,0.26,23,2047,0.81,35,39,86,27,86,74,60,60,0,1,8.31,1018,14,1.01,56,0,11.6,3,244,4,1,15
2024-08-16T00:00:00Z,0.24,0.24,23,2070,0.8,39,41,87,24,89,74,60,62,0.1,3,8.44,1019,13,1,59,0,10.7,2,138,3,0,15
2024-08-17T00:00:00Z,0.26,0.26,21,2092,0.8,38,38,96,26,96,77,57,69,0,0,8.44,1017,14,0.99,63,0,11.1,2,152,4,0,15
2024-08-18T00:00:00Z,0.22,0.22,27,2119,0.8,49,51,95,24,90,77,68,73,0,0,8.45,1017,9,0.99,68,0,11,3,98,5,2,15
2024-08-19T00:00:00Z,0.2,0.2,24,2143,0.79,51,53,91,21,86,74,63,67,0,0,8.45,1022,10,0.98,63,0,10.1,3,109,4,1,15
2024-08-20T00:00:00Z,0.23,0.23,24,2168,0.79,47,47,92,24,90,76,63,68,0,0,8.45,1021,11,0.98,65,0,10.2,3,158,4,2,15
